"","X.1","X","status","bed","bath","acre_lot","city","state","house_size","house_price","size_level"
"10974",10974,123278,"for_sale",2,2,0.08,"Norwich","Connecticut",1042,189,"1000-2000"
"10975",10975,123287,"for_sale",3,1,0.62,"Griswold","Connecticut",1274,232,"1000-2000"
"10976",10976,123290,"for_sale",2,1,0.11,"Killingly","Connecticut",1036,179.9,"1000-2000"
"10977",10977,123291,"for_sale",7,8,1.08,"Montauk","New York",6265,8290,"6000-7000"
"10978",10978,123301,"for_sale",5,2,0.2,"Norwich","Connecticut",2259,219.995,"2000-3000"
"10979",10979,123306,"for_sale",6,2,0.28,"Norwich","Connecticut",2716,169,"2000-3000"
"10980",10980,123307,"for_sale",5,2,0.22,"Norwich","Connecticut",2288,169,"2000-3000"
"10981",10981,123309,"for_sale",3,1,0.2,"Sprague","Connecticut",739,85,"<1000"
"10982",10982,123314,"for_sale",3,3,0.48,"Groton","Connecticut",2080,350,"2000-3000"
"10983",10983,123316,"for_sale",2,1,0.38,"Griswold","Connecticut",1034,244.9,"1000-2000"
"10984",10984,123319,"for_sale",3,1,0.17,"Norwich","Connecticut",960,180,"<1000"
"10985",10985,123320,"for_sale",3,3,1.37,"Westerly","Rhode Island",2218,635,"2000-3000"
"10986",10986,123323,"for_sale",4,2,0.11,"Griswold","Connecticut",2364,175,"2000-3000"
"10987",10987,123337,"for_sale",4,4,0.33,"Montauk","New York",2238,2250,"2000-3000"
"10988",10988,123338,"for_sale",5,4,0.11,"Groton","Connecticut",3142,1749,"3000-4000"
"10989",10989,123339,"for_sale",1,1,0.99,"Westerly","Rhode Island",504,749,"<1000"
"10990",10990,123341,"for_sale",4,5,0.46,"Westerly","Rhode Island",3524,5995,"3000-4000"
"10991",10991,123342,"for_sale",2,2,0.46,"Westerly","Rhode Island",1116,1495,"1000-2000"
"10992",10992,123344,"for_sale",2,3,0.09,"Norwich","Connecticut",960,170,"<1000"
"10993",10993,123348,"for_sale",4,3,0.11,"Norwich","Connecticut",1679,120,"1000-2000"
"10994",10994,123350,"for_sale",6,4,0.15,"Groton","Connecticut",6534,399,"6000-7000"
"10995",10995,123354,"for_sale",3,1,0.26,"Killingly","Connecticut",1310,259,"1000-2000"
"10996",10996,123361,"for_sale",5,2,0.2,"Preston","Connecticut",2184,259.9,"2000-3000"
"10997",10997,123362,"for_sale",4,2,0.11,"Norwich","Connecticut",1224,155,"1000-2000"
"10998",10998,123364,"for_sale",4,2,0.82,"Preston","Connecticut",2858,349.9,"2000-3000"
"10999",10999,123365,"for_sale",2,3,0.08,"Norwich","Connecticut",1728,129.9,"1000-2000"
"11000",11000,123366,"for_sale",8,3,0.26,"Killingly","Connecticut",2784,150,"2000-3000"
"11001",11001,123368,"for_sale",3,2,0.23,"Norwich","Connecticut",1440,200,"1000-2000"
"11002",11002,123371,"for_sale",4,2,0.54,"Ledyard","Connecticut",1482,280,"1000-2000"
"11003",11003,123375,"for_sale",3,2,0.26,"Norwich","Connecticut",1592,199.9,"1000-2000"
"11004",11004,123392,"for_sale",4,1,0.36,"Killingly","Connecticut",1728,265,"1000-2000"
"11005",11005,123394,"for_sale",4,2,0.31,"Killingly","Connecticut",1417,234.9,"1000-2000"
"11006",11006,123397,"for_sale",3,2,0.27,"Groton","Connecticut",1766,289,"1000-2000"
"11007",11007,123398,"for_sale",5,3,0.3,"Norwich","Connecticut",1917,159.9,"1000-2000"
"11008",11008,123401,"for_sale",4,1,0.29,"Brooklyn","Connecticut",1180,239.9,"1000-2000"
"11009",11009,123408,"for_sale",3,2,0.13,"Norwich","Connecticut",1490,125,"1000-2000"
"11010",11010,123421,"for_sale",3,2,0.27,"Griswold","Connecticut",1468,235,"1000-2000"
"11011",11011,123422,"for_sale",6,4,0.32,"Plainfield","Connecticut",2526,184.9,"2000-3000"
"11012",11012,123423,"for_sale",3,2,1.9,"Sprague","Connecticut",1404,279.9,"1000-2000"
"11013",11013,123440,"for_sale",5,2,0.21,"Groton","Connecticut",2282,298,"2000-3000"
"11014",11014,123451,"for_sale",7,4,0.17,"Norwich","Connecticut",2346,225,"2000-3000"
"11015",11015,123453,"for_sale",6,2,0.75,"Groton","Connecticut",2314,244.9,"2000-3000"
"11016",11016,123454,"for_sale",3,1,0.69,"Canterbury","Connecticut",1008,169.9,"1000-2000"
"11017",11017,123455,"for_sale",3,2,1.5,"Plainfield","Connecticut",2240,415,"2000-3000"
"11018",11018,123457,"for_sale",4,2,1.3,"Sprague","Connecticut",2260,179.9,"2000-3000"
"11019",11019,123459,"for_sale",4,3,1.59,"Ledyard","Connecticut",2461,425,"2000-3000"
"11020",11020,123462,"for_sale",3,2,0.23,"Plainfield","Connecticut",1660,342,"1000-2000"
"11021",11021,123484,"for_sale",4,3,1.71,"Canterbury","Connecticut",2068,300,"2000-3000"
"11022",11022,123487,"for_sale",3,1,1.42,"Plainfield","Connecticut",1308,219.9,"1000-2000"
"11023",11023,123488,"for_sale",3,1,0.23,"Killingly","Connecticut",960,220,"<1000"
"11024",11024,123489,"for_sale",4,2,0.44,"Plainfield","Connecticut",1882,280,"1000-2000"
"11025",11025,123503,"for_sale",3,2,1.27,"Canterbury","Connecticut",1132,349.9,"1000-2000"
"11026",11026,123509,"for_sale",10,4,0.12,"Norwich","Connecticut",3194,500,"3000-4000"
"11027",11027,123515,"for_sale",5,2,0.58,"Brooklyn","Connecticut",2557,359.9,"2000-3000"
"11028",11028,123521,"for_sale",3,3,0.1,"Groton","Connecticut",1700,279,"1000-2000"
"11029",11029,123523,"for_sale",3,2,0.48,"Ledyard","Connecticut",1056,229,"1000-2000"
"11030",11030,123524,"for_sale",4,1,0.29,"Brooklyn","Connecticut",1080,239.9,"1000-2000"
"11031",11031,123534,"for_sale",3,2,0.11,"Griswold","Connecticut",1331,199.9,"1000-2000"
"11032",11032,123535,"for_sale",4,2,0.7,"Killingly","Connecticut",1862,349.9,"1000-2000"
"11033",11033,123536,"for_sale",3,3,1.15,"Canterbury","Connecticut",2123,349.9,"2000-3000"
"11034",11034,123537,"for_sale",3,1,0.37,"Ledyard","Connecticut",960,240,"<1000"
"11035",11035,123540,"for_sale",3,2,0.26,"Plainfield","Connecticut",1330,279.9,"1000-2000"
"11036",11036,123558,"for_sale",6,8,0.68,"Montauk","New York",4890,8500,"4000-5000"
"11037",11037,123559,"for_sale",3,2,0.36,"Brooklyn","Connecticut",1167,309.9,"1000-2000"
"11038",11038,123563,"for_sale",3,3,1.84,"Hampton","Connecticut",2170,375,"2000-3000"
"11039",11039,123567,"for_sale",3,2,0.25,"Preston","Connecticut",883,219.5,"<1000"
"11040",11040,123570,"for_sale",4,2,0.16,"Groton","Connecticut",1790,309.9,"1000-2000"
"11041",11041,123575,"for_sale",3,1,0.31,"Killingly","Connecticut",960,230,"<1000"
"11042",11042,123577,"for_sale",3,1,0.35,"Killingly","Connecticut",1104,239.9,"1000-2000"
"11043",11043,123581,"for_sale",3,1,0.59,"Plainfield","Connecticut",1106,239.9,"1000-2000"
"11044",11044,123582,"for_sale",3,2,0.2,"Killingly","Connecticut",1104,284,"1000-2000"
"11045",11045,123594,"for_sale",6,2,0.2,"Norwich","Connecticut",3196,219.9,"3000-4000"
"11046",11046,123600,"for_sale",4,1,0.35,"Norwich","Connecticut",1498,200,"1000-2000"
"11047",11047,123606,"for_sale",3,2,0.29,"Groton","Connecticut",1546,299.999,"1000-2000"
"11048",11048,123608,"for_sale",3,1,0.16,"Groton","Connecticut",1289,229,"1000-2000"
"11049",11049,123611,"for_sale",3,2,1.3,"Plainfield","Connecticut",1512,409.9,"1000-2000"
"11050",11050,123613,"for_sale",3,2,0.7,"Groton","Connecticut",1568,325,"1000-2000"
"11051",11051,123614,"for_sale",3,2,0.79,"Brooklyn","Connecticut",1132,300,"1000-2000"
"11052",11052,123619,"for_sale",4,5,0.2,"Brooklyn","Connecticut",3590,400,"3000-4000"
"11053",11053,123630,"for_sale",3,2,0.91,"Griswold","Connecticut",1292,179.9,"1000-2000"
"11054",11054,123632,"for_sale",2,1,0.1,"Norwich","Connecticut",663,99,"<1000"
"11055",11055,123634,"for_sale",6,2,0.26,"Groton","Connecticut",2741,300,"2000-3000"
"11056",11056,123638,"for_sale",4,1,0.29,"Plainfield","Connecticut",1599,235,"1000-2000"
"11057",11057,123641,"for_sale",3,2,0.29,"Groton","Connecticut",1002,248.9,"1000-2000"
"11058",11058,123644,"for_sale",6,4,0.29,"Groton","Connecticut",2503,319.9,"2000-3000"
"11059",11059,123668,"for_sale",5,3,0.38,"Norwich","Connecticut",2281,329,"2000-3000"
"11060",11060,123670,"for_sale",3,2,0.74,"Norwich","Connecticut",1091,145,"1000-2000"
"11061",11061,123671,"for_sale",4,2,0.2,"Norwich","Connecticut",2206,210,"2000-3000"
"11062",11062,123672,"for_sale",5,4,0.35,"Griswold","Connecticut",2678,324.9,"2000-3000"
"11063",11063,123678,"for_sale",3,2,0.73,"Norwich","Connecticut",1158,190,"1000-2000"
"11064",11064,123679,"for_sale",4,3,1.16,"Ledyard","Connecticut",2838,438,"2000-3000"
"11065",11065,123683,"for_sale",4,1,0.37,"Plainfield","Connecticut",1142,259,"1000-2000"
"11066",11066,123687,"for_sale",3,2,1.11,"Ledyard","Connecticut",1690,349.9,"1000-2000"
"11067",11067,123689,"for_sale",3,1,0.29,"Groton","Connecticut",1008,252,"1000-2000"
"11068",11068,123704,"for_sale",3,1,0.28,"Ledyard","Connecticut",1218,57.5,"1000-2000"
"11069",11069,123705,"for_sale",3,2,0.05,"Norwich","Connecticut",1192,99,"1000-2000"
"11070",11070,123707,"for_sale",4,2,0.27,"Norwich","Connecticut",2030,229.9,"2000-3000"
"11071",11071,123708,"for_sale",3,2,0.39,"Norwich","Connecticut",1131,199.9,"1000-2000"
"11072",11072,123715,"for_sale",3,2,0.5,"Lisbon","Connecticut",1170,309.9,"1000-2000"
"11073",11073,123717,"for_sale",8,4,0.21,"Norwich","Connecticut",3633,150,"3000-4000"
"11074",11074,123723,"for_sale",3,2,0.5,"Killingly","Connecticut",2091,299.9,"2000-3000"
"11075",11075,123735,"for_sale",3,3,0.16,"Norwich","Connecticut",2390,150,"2000-3000"
"11076",11076,123736,"for_sale",4,3,0.3,"Killingly","Connecticut",2992,319,"2000-3000"
"11077",11077,123737,"for_sale",4,3,1.65,"Ledyard","Connecticut",2066,295,"2000-3000"
"11078",11078,123738,"for_sale",6,2,0.2,"Plainfield","Connecticut",2673,210,"2000-3000"
"11079",11079,123740,"for_sale",3,2,0.74,"Plainfield","Connecticut",1306,279.9,"1000-2000"
"11080",11080,123759,"for_sale",4,4,0.13,"Killingly","Connecticut",2322,264.9,"2000-3000"
"11081",11081,123769,"for_sale",3,3,0.69,"Brooklyn","Connecticut",1400,360,"1000-2000"
"11082",11082,123770,"for_sale",3,2,1.49,"Ledyard","Connecticut",1428,270,"1000-2000"
"11083",11083,123771,"for_sale",3,3,0.82,"Plainfield","Connecticut",2252,469,"2000-3000"
"11084",11084,123776,"for_sale",3,2,0.35,"Norwich","Connecticut",1144,225,"1000-2000"
"11085",11085,123777,"for_sale",3,2,0.79,"Plainfield","Connecticut",1226,315,"1000-2000"
"11086",11086,123778,"for_sale",3,2,0.44,"Plainfield","Connecticut",1248,269.9,"1000-2000"
"11087",11087,123779,"for_sale",3,1,1.17,"Ledyard","Connecticut",1152,270,"1000-2000"
"11088",11088,123780,"for_sale",5,2,0.13,"Norwich","Connecticut",1616,119.9,"1000-2000"
"11089",11089,123784,"for_sale",3,2,1.7,"Ledyard","Connecticut",1302,218,"1000-2000"
"11090",11090,123791,"for_sale",2,2,0.17,"Brooklyn","Connecticut",1116,250,"1000-2000"
"11091",11091,123792,"for_sale",4,2,0.26,"Griswold","Connecticut",1755,349.9,"1000-2000"
"11092",11092,123794,"for_sale",3,2,0.17,"Norwich","Connecticut",1229,265,"1000-2000"
"11093",11093,123803,"for_sale",3,1,0.59,"Plainfield","Connecticut",1080,245,"1000-2000"
"11094",11094,123804,"for_sale",3,1,0.16,"Groton","Connecticut",1008,249,"1000-2000"
"11095",11095,123822,"for_sale",3,3,1.82,"Brooklyn","Connecticut",1400,399.9,"1000-2000"
"11096",11096,123835,"for_sale",3,1,0.82,"Norwich","Connecticut",1385,199.999,"1000-2000"
"11097",11097,123845,"for_sale",3,1,0.66,"Norwich","Connecticut",1072,165,"1000-2000"
"11098",11098,123872,"for_sale",3,2,2,"Canterbury","Connecticut",1635,329.9,"1000-2000"
"11099",11099,123880,"for_sale",6,2,0.11,"Plainfield","Connecticut",2237,180,"2000-3000"
"11100",11100,123886,"for_sale",3,1,0.17,"Killingly","Connecticut",932,229.9,"<1000"
"11101",11101,123900,"for_sale",3,1,0.44,"Plainfield","Connecticut",960,239.9,"<1000"
"11102",11102,123902,"for_sale",2,1,0.23,"Brooklyn","Connecticut",960,249.9,"<1000"
"11103",11103,123921,"for_sale",3,2,0.08,"Norwich","Connecticut",1008,249.9,"1000-2000"
"11104",11104,123930,"for_sale",3,2,0.81,"Killingly","Connecticut",1550,145,"1000-2000"
"11105",11105,123931,"for_sale",3,2,0.6,"Norwich","Connecticut",1334,56.2,"1000-2000"
"11106",11106,123932,"for_sale",4,2,0.83,"Killingly","Connecticut",2002,340,"2000-3000"
"11107",11107,123939,"for_sale",2,1,1.16,"Plainfield","Connecticut",858,249.9,"<1000"
"11108",11108,123941,"for_sale",4,2,0.14,"Norwich","Connecticut",2040,169.9,"2000-3000"
"11109",11109,123956,"for_sale",6,4,0.07,"Norwich","Connecticut",2164,190,"2000-3000"
"11110",11110,123970,"for_sale",3,2,0.23,"Norwich","Connecticut",1651,169.9,"1000-2000"
"11111",11111,123971,"for_sale",6,2,0.39,"Plainfield","Connecticut",3026,169.9,"3000-4000"
"11112",11112,123973,"for_sale",3,2,0.74,"Norwich","Connecticut",1440,255,"1000-2000"
"11113",11113,123984,"for_sale",3,2,0.27,"Killingly","Connecticut",1386,325,"1000-2000"
"11114",11114,123989,"for_sale",2,2,0.7,"Sprague","Connecticut",3972,150,"3000-4000"
"11115",11115,124004,"for_sale",6,3,0.11,"Norwich","Connecticut",2442,189.9,"2000-3000"
"11116",11116,124678,"for_sale",4,2,0.25,"West Warwick","Rhode Island",1144,299.9,"1000-2000"
"11117",11117,125345,"for_sale",3,1,0.16,"Warwick","Rhode Island",1142,314.9,"1000-2000"
"11118",11118,125778,"for_sale",6,2,0.29,"Plainfield","Connecticut",2738,215,"2000-3000"
"11119",11119,125799,"for_sale",3,2,0.3,"Killingly","Connecticut",1190,226.5,"1000-2000"
"11120",11120,126591,"for_sale",6,2,0.16,"Plainfield","Connecticut",2309,220,"2000-3000"
"11121",11121,126595,"for_sale",4,2,0.2,"Killingly","Connecticut",1974,235,"1000-2000"
"11122",11122,126634,"for_sale",4,1,0.16,"Johnston","Rhode Island",1344,299.9,"1000-2000"
"11123",11123,127205,"for_sale",6,2,0.95,"Plainfield","Connecticut",3409,199,"3000-4000"
"11124",11124,127705,"for_sale",3,3,0.79,"Brooklyn","Connecticut",2050,394.9,"2000-3000"
"11125",11125,127713,"for_sale",3,2,0.08,"Cranston","Rhode Island",1250,325,"1000-2000"
"11126",11126,127714,"for_sale",3,3,0.28,"Cranston","Rhode Island",1890,600,"1000-2000"
"11127",11127,127731,"for_sale",6,3,0.17,"Burrillville","Rhode Island",3858,379,"3000-4000"
"11128",11128,127737,"for_sale",3,2,0.43,"Thompson","Connecticut",1080,299.9,"1000-2000"
"11129",11129,127759,"for_sale",6,4,0.15,"Webster","Massachusetts",4012,650,"4000-5000"
"11130",11130,127774,"for_sale",5,3,0.16,"Newport","Rhode Island",3092,699,"3000-4000"
"11131",11131,127781,"for_sale",8,7,0.36,"Newport","Rhode Island",5798,7195,"5000-6000"
"11132",11132,127793,"for_sale",5,3,0.48,"Middletown","Rhode Island",4168,1950,"4000-5000"
"11133",11133,127796,"for_sale",3,3,0.09,"Newport","Rhode Island",1325,949,"1000-2000"
"11134",11134,127828,"for_sale",2,1,0.2,"Middletown","Rhode Island",904,850,"<1000"
"11135",11135,127840,"for_sale",2,3,1.5,"North Kingstown","Rhode Island",2257,639,"2000-3000"
"11136",11136,127845,"for_sale",3,3,0.11,"North Kingstown","Rhode Island",1793,600,"1000-2000"
"11137",11137,127852,"for_sale",3,3,0.24,"North Kingstown","Rhode Island",1712,599.9,"1000-2000"
"11138",11138,127859,"for_sale",4,3,0.78,"North Kingstown","Rhode Island",2108,639.9,"2000-3000"
"11139",11139,127888,"for_sale",3,2,0.6,"Burrillville","Rhode Island",2026,570,"2000-3000"
"11140",11140,127889,"for_sale",3,3,0.47,"Burrillville","Rhode Island",2016,549,"2000-3000"
"11141",11141,127890,"for_sale",3,2,0.6,"Burrillville","Rhode Island",2026,589,"2000-3000"
"11142",11142,127900,"for_sale",6,2,0.11,"Pawtucket","Rhode Island",3864,400,"3000-4000"
"11143",11143,127914,"for_sale",3,2,0.12,"Pawtucket","Rhode Island",1636,550,"1000-2000"
"11144",11144,127936,"for_sale",4,3,0.11,"Pawtucket","Rhode Island",2480,499.9,"2000-3000"
"11145",11145,127971,"for_sale",12,5,0.14,"Central Falls","Rhode Island",5740,475,"5000-6000"
"11146",11146,127980,"for_sale",10,4,0.16,"Central Falls","Rhode Island",4800,649.9,"4000-5000"
"11147",11147,127995,"for_sale",5,3,0.22,"Cumberland","Rhode Island",3633,399.9,"3000-4000"
"11148",11148,128029,"for_sale",9,3,0.23,"Lincoln","Rhode Island",5056,599.9,"5000-6000"
"11149",11149,128038,"for_sale",4,3,0.61,"Lincoln","Rhode Island",3000,789,"2000-3000"
"11150",11150,128047,"for_sale",5,7,0.88,"Portsmouth","Rhode Island",5498,3995,"5000-6000"
"11151",11151,128048,"for_sale",3,2,0.47,"Portsmouth","Rhode Island",1144,445,"1000-2000"
"11152",11152,128057,"for_sale",4,3,1.33,"Portsmouth","Rhode Island",3025,1050,"3000-4000"
"11153",11153,128058,"for_sale",3,3,0.53,"Portsmouth","Rhode Island",2194,699,"2000-3000"
"11154",11154,128060,"for_sale",4,3,0.59,"Portsmouth","Rhode Island",2677,829,"2000-3000"
"11155",11155,128062,"for_sale",3,3,0.4,"Portsmouth","Rhode Island",2114,699,"2000-3000"
"11156",11156,128074,"for_sale",4,5,0.51,"Portsmouth","Rhode Island",2711,2895,"2000-3000"
"11157",11157,128135,"for_sale",4,3,0.55,"North Kingstown","Rhode Island",2850,974.5,"2000-3000"
"11158",11158,128137,"for_sale",4,3,0.58,"North Kingstown","Rhode Island",3000,1029.5,"2000-3000"
"11159",11159,128140,"for_sale",4,4,0,"North Kingstown","Rhode Island",3500,1499.9,"3000-4000"
"11160",11160,128166,"for_sale",4,3,0.47,"Middletown","Rhode Island",2500,950,"2000-3000"
"11161",11161,128167,"for_sale",4,3,0.47,"Middletown","Rhode Island",3120,1150,"3000-4000"
"11162",11162,128168,"for_sale",4,3,0,"North Kingstown","Rhode Island",3200,1297.5,"3000-4000"
"11163",11163,128205,"for_sale",3,3,0.11,"Pawtucket","Rhode Island",1752,449.9,"1000-2000"
"11164",11164,128245,"for_sale",4,3,0.69,"Cumberland","Rhode Island",2600,769.9,"2000-3000"
"11165",11165,128254,"for_sale",4,5,0.58,"Portsmouth","Rhode Island",4979,694.999,"4000-5000"
"11166",11166,128259,"for_sale",4,5,0.69,"Portsmouth","Rhode Island",4800,2900,"4000-5000"
"11167",11167,128264,"for_sale",4,4,0.16,"Portsmouth","Rhode Island",3000,1125,"2000-3000"
"11168",11168,128267,"for_sale",4,4,0.85,"Portsmouth","Rhode Island",3300,2200,"3000-4000"
"11169",11169,128268,"for_sale",5,7,0.31,"Portsmouth","Rhode Island",5056,3495,"5000-6000"
"11170",11170,128280,"for_sale",4,3,0.21,"Narragansett","Rhode Island",1764,649.9,"1000-2000"
"11171",11171,128316,"for_sale",3,2,0.08,"Norwich","Connecticut",1176,107.5,"1000-2000"
"11172",11172,128505,"for_sale",4,2,0.94,"Ledyard","Connecticut",1338,325,"1000-2000"
"11173",11173,128524,"for_sale",3,2,0.23,"Charlestown","Rhode Island",1372,449.8,"1000-2000"
"11174",11174,128527,"for_sale",3,1,0.11,"Narragansett","Rhode Island",936,509.9,"<1000"
"11175",11175,128528,"for_sale",3,3,0.5,"Westerly","Rhode Island",2508,650,"2000-3000"
"11176",11176,128532,"for_sale",3,3,1.12,"Ledyard","Connecticut",1775,449,"1000-2000"
"11177",11177,128534,"for_sale",4,4,0.11,"Narragansett","Rhode Island",1792,799.9,"1000-2000"
"11178",11178,128585,"for_sale",6,6,0.2,"Norwich","Connecticut",5206,325,"5000-6000"
"11179",11179,129655,"for_sale",4,3,0.47,"Portsmouth","Rhode Island",2678,719,"2000-3000"
"11180",11180,130777,"for_sale",3,3,0.63,"Portsmouth","Rhode Island",2693,809.9,"2000-3000"
"11181",11181,130778,"for_sale",4,4,0.17,"Portsmouth","Rhode Island",3108,1250,"3000-4000"
"11182",11182,130785,"for_sale",3,3,0.58,"Portsmouth","Rhode Island",2535,825,"2000-3000"
"11183",11183,130791,"for_sale",4,3,0.54,"Lincoln","Rhode Island",3600,859.5,"3000-4000"
"11184",11184,130793,"for_sale",4,3,0.69,"Lincoln","Rhode Island",3000,779.5,"2000-3000"
"11185",11185,130829,"for_sale",4,3,0.69,"Cumberland","Rhode Island",3050,899.9,"3000-4000"
"11186",11186,131130,"for_sale",3,3,0.11,"North Kingstown","Rhode Island",1900,579,"1000-2000"
"11187",11187,131132,"for_sale",3,7,0.3,"North Kingstown","Rhode Island",2550,981,"2000-3000"
"11188",11188,131133,"for_sale",3,2,0.3,"North Kingstown","Rhode Island",2275,1000.4,"2000-3000"
"11189",11189,131134,"for_sale",4,3,0.3,"North Kingstown","Rhode Island",2550,967.6,"2000-3000"
"11190",11190,131137,"for_sale",4,4,1.14,"North Kingstown","Rhode Island",3200,975,"3000-4000"
"11191",11191,131138,"for_sale",4,3,0.3,"North Kingstown","Rhode Island",2550,1203.05,"2000-3000"
"11192",11192,131609,"for_sale",5,2,0.1,"South Kingstown","Rhode Island",2424,450,"2000-3000"
"11193",11193,131720,"for_sale",3,5,0.34,"Portsmouth","Rhode Island",2900,1795,"2000-3000"
"11194",11194,132614,"for_sale",2,1,0.11,"Tiverton","Rhode Island",624,399,"<1000"
"11195",11195,132626,"for_sale",3,2,0.23,"South Kingstown","Rhode Island",1680,290,"1000-2000"
"11196",11196,132704,"for_sale",2,1,0.07,"Narragansett","Rhode Island",672,1350,"<1000"
"11197",11197,132721,"for_sale",2,1,0.09,"Narragansett","Rhode Island",758,624.9,"<1000"
"11198",11198,132722,"for_sale",5,4,0.23,"Narragansett","Rhode Island",3040,1950,"3000-4000"
"11199",11199,132772,"for_sale",3,2,0.23,"Warren","Rhode Island",1584,449,"1000-2000"
"11200",11200,132999,"for_sale",5,2,0.11,"Woonsocket","Rhode Island",4900,249.9,"4000-5000"
"11201",11201,133020,"for_sale",3,3,0.23,"Woonsocket","Rhode Island",2100,609.9,"2000-3000"
"11202",11202,133133,"for_sale",4,3,0.22,"Westerly","Rhode Island",4384,325,"4000-5000"
"11203",11203,133146,"for_sale",4,4,0.24,"Westerly","Rhode Island",3970,419.9,"3000-4000"
"11204",11204,133149,"for_sale",2,2,0.99,"Westerly","Rhode Island",1116,1495,"1000-2000"
"11205",11205,133164,"for_sale",3,3,0.23,"Woonsocket","Rhode Island",2700,509.9,"2000-3000"
